parent_molecule_chembl_id,canonical_smiles,pchembl_value,source_target,source_pchembl,standard_type
CHEMBL108166,CNc1nc(Cl)nc2c1ncn2CCC(COP(=O)(O)O)COP(=O)(O)O,3.0,P2Y1,6.08,DECOY_P2Y
CHEMBL69234,Cc1nc(/N=N/c2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)c(COP(=O)(O)O)c(C=O)c1O,3.0,P2Y1,6.00,DECOY_P2Y
CHEMBL2111533,Nc1ncnc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@]2(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C[C@H]12,3.0,P2Y1,7.28,DECOY_P2Y
CHEMBL302077,Nc1ncnc2c1ncn2C1C(O)C(O)C2(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)CC12,3.0,P2Y1,7.28,DECOY_P2Y
CHEMBL2373323,Nc1nc(Cl)nc2c1ncn2C1C(O)C(O)[C@@]2(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C[C@@H]12,3.0,P2Y1,8.15,DECOY_P2Y
CHEMBL2373324,CNc1ncnc2c1ncn2C1C(O)C(O)[C@@]2(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C[C@@H]12,3.0,P2Y1,7.48,DECOY_P2Y
CHEMBL2373389,CSc1nc(N)c2ncn(C3C(O)C(O)[C@@]4(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C[C@@H]34)c2n1,3.0,P2Y1,7.64,DECOY_P2Y
CHEMBL2373947,CSc1nc(N)c2ncn([C@H]3[C@H](O)[C@H](O)[C@@]4(COP(=O)(O)O)C[C@@H]34)c2n1,3.0,P2Y1,6.23,DECOY_P2Y
CHEMBL435402,CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2n1,3.0,P2Y1,8.19,DECOY_P2Y
CHEMBL2373325,Nc1ncnc2c1ncn2C1C(O)C(O)[C@@]2(COP(=O)(O)OP(=O)(O)CP(=O)(O)O)C[C@H]12,3.0,P2Y1,6.80,DECOY_P2Y
CHEMBL2373948,CSc1nc(N)c2ncn([C@H]3[C@H](O)[C@H](O)[C@@]4(COP(=O)(O)OP(=O)(O)O)C[C@@H]34)c2n1,3.0,P2Y1,9.40,DECOY_P2Y
CHEMBL1368696,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,3.0,P2Y1,6.11,DECOY_P2Y
CHEMBL336208,CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O)c2n1,3.0,P2Y1,7.47,DECOY_P2Y
CHEMBL2373377,CNc1nc(Cl)nc2c1ncn2C1C(O)C(O)[C@@]2(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C[C@@H]12,3.0,P2Y1,8.05,DECOY_P2Y
CHEMBL129841,CNc1ncnc2c1ncn2[C@H]1C[C@H](OP(=O)(O)O)[C@@H](COP(=O)(O)O)O1,3.0,P2Y1,6.55,DECOY_P2Y
CHEMBL3143671,CNc1nc(C)nc2c1ncn2[C@H]1C[C@H](OP(=O)(O)O)[C@@H](COP(=O)(O)O)O1,3.0,P2Y1,7.11,DECOY_P2Y
CHEMBL356041,CNc1nc([Se]C)nc2c1ncn2C1CC(OP(=O)(O)O)[C@]2(COP(=O)(O)O)C[C@H]12,3.0,P2Y1,7.46,DECOY_P2Y
CHEMBL2112869,CCCCCCc1nc(NC)c2ncn([C@H]3C[C@H](OP(=O)(O)O)[C@]4(COP(=O)(O)O)C[C@H]34)c2n1,3.0,P2Y1,7.10,DECOY_P2Y
CHEMBL2112868,CNc1nc(F)nc2c1ncn2[C@H]1C[C@H](OP(=O)(O)O)[C@]2(COP(=O)(O)O)C[C@H]12,3.0,P2Y1,7.35,DECOY_P2Y
CHEMBL2112863,CNc1ncnc2c1ncn2[C@H]1C[C@H](OP(=O)(O)O)[C@]2(COP(=O)(O)O)C[C@H]12,3.0,P2Y1,7.75,DECOY_P2Y
CHEMBL146342,CNc1nc(Br)nc2c1ncn2C1CC(OP(=O)(O)O)[C@]2(COP(=O)(O)O)C[C@H]12,3.0,P2Y1,8.29,DECOY_P2Y
CHEMBL2112867,CNc1nc(C)nc2c1ncn2[C@H]1C[C@H](OP(=O)(O)O)[C@]2(COP(=O)(O)O)C[C@H]12,3.0,P2Y1,8.44,DECOY_P2Y
CHEMBL2112865,CNc1nc(SC)nc2c1ncn2[C@H]1C[C@H](OP(=O)(O)O)[C@]2(COP(=O)(O)O)C[C@H]12,3.0,P2Y1,7.04,DECOY_P2Y
CHEMBL2112861,CSc1nc(N)c2ncn([C@H]3C[C@H](OP(=O)(O)O)[C@]4(COP(=O)(O)O)C[C@H]34)c2n1,3.0,P2Y1,6.06,DECOY_P2Y
CHEMBL2112866,CCCC/C=C/c1nc(NC)c2ncn([C@H]3C[C@H](OP(=O)(O)O)[C@]4(COP(=O)(O)O)C[C@H]34)c2n1,3.0,P2Y1,6.48,DECOY_P2Y
CHEMBL2112007,CCCC/C=C\c1nc(NC)c2ncn([C@H]3C[C@H](OP(=O)(O)O)[C@]4(COP(=O)(O)O)C[C@H]34)c2n1,3.0,P2Y1,6.37,DECOY_P2Y
CHEMBL343651,Nc1nc(I)nc2c1ncn2C1CC(OP(=O)(O)O)[C@]2(COP(=O)(O)O)C[C@H]12,3.0,P2Y1,7.90,DECOY_P2Y
CHEMBL2112864,CNc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](OP(=O)(O)O)[C@]2(COP(=O)(O)O)C[C@H]12,3.0,P2Y1,8.60,DECOY_P2Y
CHEMBL444278,CNc1nc(I)nc2c1ncn2[C@H]1C[C@H](OP(=O)(O)O)[C@]2(COP(=O)(O)O)C[C@H]12,3.0,P2Y1,9.11,DECOY_P2Y
CHEMBL2029000,BP(=O)(OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O.CCCCN(CCCC)CCCC.CCCCN(CCCC)CCCC.CCCCN(CCCC)CCCC,3.0,P2Y1,6.10,DECOY_P2Y
CHEMBL2029002,BP(=O)(OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O)OP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O.CCCCN(CCCC)CCCC.CCCCN(CCCC)CCCC.CCCCN(CCCC)CCCC.CCCCN(CCCC)CCCC.CCCCN(CCCC)CCCC,3.0,P2Y1,6.10,DECOY_P2Y
CHEMBL227235,CNc1nc(I)nc2c1ncn2CC(CP(=O)(O)O)CP(=O)(O)O,3.0,P2Y1,7.18,DECOY_P2Y
CHEMBL153254,CNc1nc(Cl)nc2c1ncn2CC(CP(=O)(O)O)CP(=O)(O)O,3.0,P2Y1,7.12,DECOY_P2Y
CHEMBL375022,CNc1nc(I)nc2c1ncn2[C@H]1C[C@H](OP(=O)(O)O)[C@]2(CO)C[C@H]12,3.0,P2Y1,6.15,DECOY_P2Y
CHEMBL435930,CNc1nc(-c2ccccc2)nc2c1ncn2[C@H]1C[C@H](OP(=O)(O)O)[C@]2(COP(=O)(O)O)C[C@H]12,3.0,P2Y1,6.56,DECOY_P2Y
CHEMBL390149,C#Cc1nc(NC)c2ncn([C@H]3C[C@H](OP(=O)(O)O)[C@]4(COP(=O)(O)O)C[C@H]34)c2n1,3.0,P2Y1,7.02,DECOY_P2Y
CHEMBL226807,CNc1nc(C(N)=O)nc2c1ncn2[C@H]1C[C@H](OP(=O)(O)O)[C@]2(COP(=O)(O)O)C[C@H]12,3.0,P2Y1,6.19,DECOY_P2Y
CHEMBL375682,CNc1nc(C#N)nc2c1ncn2[C@H]1C[C@H](OP(=O)(O)O)[C@]2(COP(=O)(O)O)C[C@H]12,3.0,P2Y1,6.27,DECOY_P2Y
CHEMBL226857,CNc1nc(C(=O)O)nc2c1ncn2[C@H]1C[C@H](OP(=O)(O)O)[C@]2(COP(=O)(O)O)C[C@H]12,3.0,P2Y1,6.06,DECOY_P2Y
CHEMBL1162201,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]2O[C@H](n3cnc4c(N)ncnc43)[C@@H](O)[C@H]2O)[C@@H](O)[C@H]1O,3.0,P2Y1,6.37,DECOY_P2Y
CHEMBL403555,Cc1cc(Oc2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)n(-c2ccccc2)n1,3.0,P2Y1,6.54,DECOY_P2Y
CHEMBL255308,Cc1cc(Oc2ncccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)n(-c2ccccc2Cl)n1,3.0,P2Y1,6.85,DECOY_P2Y
CHEMBL255307,CCc1ccccc1-n1nc(C)cc1Oc1ncccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1,3.0,P2Y1,7.16,DECOY_P2Y
CHEMBL255447,Cc1cc(Oc2ccccc2NC(=O)Nc2ccc(C3CCOCC3)cc2)n(-c2ccccc2Cl)n1,3.0,P2Y1,6.12,DECOY_P2Y
CHEMBL256141,Cc1cc(Oc2ccccc2NC(=O)Nc2ccc(C3CCCCC3)cc2)n(-c2ccccc2Cl)n1,3.0,P2Y1,7.52,DECOY_P2Y
CHEMBL255724,CCc1ccccc1-n1nc(C)cc1Oc1ccccc1NC(=O)Nc1ccc(C2CCCCC2)cc1,3.0,P2Y1,8.00,DECOY_P2Y
CHEMBL256088,Cc1cc(Oc2ccccc2NC(=O)Nc2ccc(C3CCCC3)cc2)n(-c2ccccc2Cl)n1,3.0,P2Y1,7.52,DECOY_P2Y
CHEMBL256089,Cc1cc(Oc2ccccc2NC(=O)Nc2ccc(C3CC3)cc2)n(-c2ccccc2Cl)n1,3.0,P2Y1,6.92,DECOY_P2Y
CHEMBL402837,CCc1ccccc1-n1nc(C)cc1Oc1ccccc1NC(=O)Nc1ccc(C(F)(F)F)cc1,3.0,P2Y1,7.22,DECOY_P2Y
CHEMBL256776,Cc1cc(Oc2ccccc2NC(=O)Nc2ccc(C(C)(C)C)cc2)n(-c2ccccc2Cl)n1,3.0,P2Y1,7.00,DECOY_P2Y
CHEMBL402563,CCc1ccccc1-n1nc(C)cc1Oc1ccccc1NC(=O)Nc1ccc(Cl)cc1,3.0,P2Y1,6.89,DECOY_P2Y
CHEMBL255310,CCc1ccccc1-n1nc(C)cc1Oc1ccccc1NC(=O)Nc1ccc(Oc2ccccc2)cc1,3.0,P2Y1,6.75,DECOY_P2Y
CHEMBL404869,CCc1ccccc1-n1nc(C)cc1Oc1ccccc1NC(=O)Nc1ccc(OC(C)C)cc1,3.0,P2Y1,6.70,DECOY_P2Y
CHEMBL401657,CCc1ccccc1-n1nc(C)cc1Oc1ccccc1NC(=O)Nc1ccc(OC)cc1,3.0,P2Y1,6.25,DECOY_P2Y
CHEMBL402597,CCc1ccccc1-n1nc(C)cc1Oc1ccccc1NC(=O)Nc1ccccc1,3.0,P2Y1,6.16,DECOY_P2Y
CHEMBL257378,O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1ccccc1Oc1ccnn1-c1ccccc1,3.0,P2Y1,6.57,DECOY_P2Y
CHEMBL255727,COc1ccccc1-n1nc(C)cc1Oc1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1,3.0,P2Y1,6.02,DECOY_P2Y
CHEMBL255726,Cc1cc(Oc2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)n(-c2ccccc2F)n1,3.0,P2Y1,6.60,DECOY_P2Y
CHEMBL255728,Cc1cc(Oc2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)n(-c2ccccc2C)n1,3.0,P2Y1,6.82,DECOY_P2Y
CHEMBL403879,Cc1cc(Oc2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)n(-c2ccccc2C(F)(F)F)n1,3.0,P2Y1,6.89,DECOY_P2Y
CHEMBL257559,Cc1cc(Oc2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)n(-c2ccccc2C(C)C)n1,3.0,P2Y1,7.22,DECOY_P2Y
CHEMBL257560,Cc1cc(Oc2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)n(-c2ccc(Cl)cc2)n1,3.0,P2Y1,6.60,DECOY_P2Y
CHEMBL255094,Cc1cc(Oc2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)n(-c2cccc(Cl)c2)n1,3.0,P2Y1,6.92,DECOY_P2Y
CHEMBL255306,Cc1cc(Oc2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)n(-c2ccccc2Cl)n1,3.0,P2Y1,7.05,DECOY_P2Y
CHEMBL255095,CCc1ccccc1-n1nc(C)cc1Oc1ccccc1NC(=O)Nc1ccc(C(C)C)cc1,3.0,P2Y1,7.70,DECOY_P2Y
CHEMBL258406,CCc1ccccc1-n1nc(C)cc1Oc1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1,3.0,P2Y1,7.30,DECOY_P2Y
CHEMBL453637,CC[C@@H]1[C@@H](C)[C@H](Nc2ccccc2)c2ccccc2N1C(=O)c1ccc([N+](=O)[O-])cc1,3.0,P2Y1,6.30,DECOY_P2Y
CHEMBL462373,CC[C@@H]1[C@@H](C)[C@H](Nc2ccccc2)c2ccccc2N1C(=O)Nc1cc(Cl)cc(Cl)c1,3.0,P2Y1,6.22,DECOY_P2Y
CHEMBL461326,CC[C@@H]1[C@@H](C)[C@H](Nc2ccccc2)c2ccccc2N1C(=O)Nc1cc(OC)cc(OC)c1,3.0,P2Y1,6.10,DECOY_P2Y
CHEMBL462369,CC[C@@H]1[C@@H](C)[C@H](Nc2ccccc2)c2ccccc2N1C(=O)Nc1cccc(Br)c1,3.0,P2Y1,6.00,DECOY_P2Y
CHEMBL454913,CC[C@@H]1[C@@H](C)[C@H](Nc2ccccc2)c2ccccc2N1C(=O)Nc1cccc(Cl)c1,3.0,P2Y1,6.00,DECOY_P2Y
CHEMBL454910,CC[C@@H]1[C@@H](C)[C@H](Nc2ccccc2)c2ccccc2N1C(=O)c1ccc(Br)cc1,3.0,P2Y1,6.10,DECOY_P2Y
CHEMBL518042,CC[C@@H]1[C@@H](C)[C@H](Nc2ccccc2)c2ccccc2N1C(=O)c1ccc(OC(F)(F)F)cc1,3.0,P2Y1,6.00,DECOY_P2Y
CHEMBL518040,CC[C@@H]1[C@@H](C)[C@H](Nc2ccccc2)c2ccccc2N1C(=O)c1ccc(OC)cc1,3.0,P2Y1,6.10,DECOY_P2Y
CHEMBL516508,CC[C@@H]1C[C@H](Nc2ccccc2)c2ccccc2N1C(=O)c1ccc(OC)cc1,3.0,P2Y1,6.10,DECOY_P2Y
CHEMBL461325,CC[C@@H]1[C@@H](C)[C@H](Nc2ccccc2)c2ccccc2N1C(=O)Nc1ccccc1,3.0,P2Y1,6.40,DECOY_P2Y
CHEMBL518823,CC[C@@H]1[C@@H](C)[C@H](Nc2ccccc2)c2ccccc2N1C(=O)Nc1cccc(OC)c1,3.0,P2Y1,6.30,DECOY_P2Y
CHEMBL462367,CC[C@@H]1[C@@H](C)[C@H](Nc2ccccc2)c2ccccc2N1C(=O)Nc1ccc(Cl)cc1,3.0,P2Y1,6.52,DECOY_P2Y
CHEMBL461532,CC[C@@H]1[C@@H](C)[C@H](Nc2ccccc2)c2ccccc2N1C(=O)c1ccc(Cl)cc1,3.0,P2Y1,6.40,DECOY_P2Y
CHEMBL603128,Nc1nc(Cl)nc2c1ncn2[C@H]1[C@H](O)[C@H](O)[C@@]2(COP(=O)(O)O)C[C@H]12,3.0,P2Y1,6.14,DECOY_P2Y
CHEMBL2309024,[BH3-]P(=O)(OC[C@H]1O[C@@H](n2cnc3c(N)nc(SC)nc32)[C@H](O)[C@H]1O)OP(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],3.0,P2Y1,8.59,DECOY_P2Y
CHEMBL591433,CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)([O-])CP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OC[C@H]4O[C@@H](n5cnc6c(N)nc(SC)nc65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2n1.[Na+].[Na+].[Na+].[Na+],3.0,P2Y1,6.38,DECOY_P2Y
CHEMBL591434,CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)([O-])OP(=O)([O-])CP(=O)([O-])OP(=O)([O-])OC[C@H]4O[C@@H](n5cnc6c(N)nc(SC)nc65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)c2n1.[Na+].[Na+].[Na+].[Na+],3.0,P2Y1,6.34,DECOY_P2Y
CHEMBL591905,Nc1ncnc2c1ncn2[C@H]1O[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]2O[C@H](n3cnc4c(N)ncnc43)[C@@H](O)[C@H]2O)[C@H](O)[C@@H]1O,3.0,P2Y1,7.96,DECOY_P2Y
CHEMBL14249,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,3.0,P2Y1,6.70,DECOY_P2Y
CHEMBL14830,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,3.0,P2Y1,7.85,DECOY_P2Y
CHEMBL590527,CSc1nc(N)c2ncn([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]3O)c2n1,3.0,P2Y1,7.10,DECOY_P2Y
CHEMBL1096400,CNc1ncnc2c1ncn2[C@H]1C[C@H](OP(=O)(O)O)[C@@H](COP(=O)(O)O)O1.N.N,3.0,P2Y1,6.29,DECOY_P2Y
CHEMBL1169909,CCCCCc1ccc(NC(=O)Nc2cccc3cc(-c4ccccc4C(C)C)oc23)cc1,3.0,P2Y1,6.20,DECOY_P2Y
CHEMBL1172139,CC(C)c1ccccc1-c1cc2cccc(NC(=O)Nc3ccc(OC(F)(F)F)cc3)c2o1,3.0,P2Y1,6.22,DECOY_P2Y
CHEMBL1170183,CC(C)(C)c1ccccc1-c1cc2cccc(NC(=O)Nc3ccc(OC(F)(F)F)cc3)c2o1,3.0,P2Y1,6.40,DECOY_P2Y
CHEMBL1170327,CCCCOc1ccc(NC(=O)Nc2cccc3cc(-c4ccccc4C(C)C)oc23)cc1,3.0,P2Y1,6.19,DECOY_P2Y
CHEMBL1170328,CC(C)c1ccccc1-c1cc2cccc(NC(=O)Nc3ccc(Cl)cc3)c2o1,3.0,P2Y1,6.12,DECOY_P2Y
CHEMBL1172466,CC(C)c1ccccc1-c1cc2cccc(NC(=O)Nc3ccc(C(C)(C)C)cc3)c2o1,3.0,P2Y1,6.52,DECOY_P2Y
CHEMBL1802094,[BH3-]P(=O)(OP(=O)([O-])CP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)OP(=O)([O-])CP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O.[Na+].[Na+].[Na+].[Na+].[Na+],3.0,P2Y1,6.52,DECOY_P2Y
CHEMBL1518422,Cc1noc(NS(=O)(=O)c2ccc(NC(=O)Nc3ccc(Cl)c(Cl)c3)cc2)c1C,3.0,P2Y1,6.85,DECOY_P2Y
CHEMBL2071539,Cc1ccc(NC(=O)Nc2ccc(S(=O)(=O)Nc3onc(C)c3C)cc2)cc1C,3.0,P2Y1,6.89,DECOY_P2Y
CHEMBL2333773,CC(C)c1ccccc1Oc1ncccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1,3.0,P2Y1,7.80,DECOY_P2Y
CHEMBL2333772,CC(C)c1ccccc1Oc1ncccc1NC(=O)Nc1ccc(C(C)(C)C)cc1,3.0,P2Y1,8.15,DECOY_P2Y
CHEMBL2333771,CC(C)(C)c1ccc(NC(=O)Nc2cccnc2Oc2ccccc2C(C)(C)C)cc1,3.0,P2Y1,8.10,DECOY_P2Y
CHEMBL2333770,CC(C)(C)c1ccccc1Oc1ncccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1,3.0,P2Y1,8.22,DECOY_P2Y
CHEMBL2333768,Cc1ccc(NC(=O)Nc2cccnc2Nc2ccccc2C(C)(C)C)cc1,3.0,P2Y1,6.76,DECOY_P2Y
CHEMBL2333767,Cc1ccc(NC(=O)Nc2cccnc2Sc2ccccc2C(C)(C)C)cc1,3.0,P2Y1,7.70,DECOY_P2Y
CHEMBL2333766,Cc1ccc(NC(=O)Nc2cccnc2Oc2ccccc2C(C)(C)C)cc1,3.0,P2Y1,8.15,DECOY_P2Y
CHEMBL2333763,O=C(Nc1ccc(F)cc1F)Nc1cccnc1Oc1ccccc1C(F)(F)F,3.0,P2Y1,6.76,DECOY_P2Y
CHEMBL2333762,CCc1ccccc1Oc1ncccc1NC(=O)Nc1ccc(F)cc1F,3.0,P2Y1,7.11,DECOY_P2Y
CHEMBL2333761,CC(C)c1ccccc1Oc1ncccc1NC(=O)Nc1ccc(F)cc1F,3.0,P2Y1,7.55,DECOY_P2Y
CHEMBL2333760,CC(C)(C)c1cccc(Oc2ncccc2NC(=O)Nc2ccc(F)cc2F)c1,3.0,P2Y1,7.48,DECOY_P2Y
CHEMBL2333759,CC(C)(C)c1ccccc1Oc1ncccc1NC(=O)Nc1ccc(F)cc1F,3.0,P2Y1,7.75,DECOY_P2Y
CHEMBL2333756,O=C(Nc1cc(Cl)cc(Cl)c1)Nc1cccnc1Oc1cccc(C(F)(F)F)c1,3.0,P2Y1,6.77,DECOY_P2Y
CHEMBL2333361,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1cccnc1Oc1cccc(C(F)(F)F)c1,3.0,P2Y1,7.08,DECOY_P2Y
CHEMBL2333360,COC(=O)c1ccc(NC(=O)Nc2cccnc2Oc2cccc(C(F)(F)F)c2)cc1,3.0,P2Y1,6.19,DECOY_P2Y
CHEMBL2333359,N#Cc1ccc(NC(=O)Nc2cccnc2Oc2cccc(C(F)(F)F)c2)cc1,3.0,P2Y1,6.24,DECOY_P2Y
CHEMBL2333358,CN(C)c1ccc(NC(=O)Nc2cccnc2Oc2cccc(C(F)(F)F)c2)cc1,3.0,P2Y1,6.30,DECOY_P2Y
CHEMBL2333357,COc1ccc(NC(=O)Nc2cccnc2Oc2cccc(C(F)(F)F)c2)cc1,3.0,P2Y1,7.68,DECOY_P2Y
CHEMBL2333356,O=C(Nc1ccc(-c2ccccc2)cc1)Nc1cccnc1Oc1cccc(C(F)(F)F)c1,3.0,P2Y1,7.55,DECOY_P2Y
CHEMBL2333355,O=C(Nc1ccc(OC(F)(F)F)cc1)Nc1cccnc1Oc1cccc(C(F)(F)F)c1,3.0,P2Y1,6.50,DECOY_P2Y
CHEMBL2333354,CC(C)(C)c1ccc(NC(=O)Nc2cccnc2Oc2cccc(C(F)(F)F)c2)cc1,3.0,P2Y1,7.51,DECOY_P2Y
CHEMBL2333353,Cc1ccc(NC(=O)Nc2cccnc2Oc2cccc(C(F)(F)F)c2)cc1,3.0,P2Y1,7.32,DECOY_P2Y
CHEMBL2333352,O=C(Nc1ccc(Cl)cc1)Nc1cccnc1Oc1cccc(C(F)(F)F)c1,3.0,P2Y1,7.16,DECOY_P2Y
CHEMBL2333351,O=C(Nc1ccc(F)cc1)Nc1cccnc1Oc1cccc(C(F)(F)F)c1,3.0,P2Y1,6.84,DECOY_P2Y
CHEMBL2333350,O=C(Nc1cccc(Cl)c1)Nc1cccnc1Oc1cccc(C(F)(F)F)c1,3.0,P2Y1,6.89,DECOY_P2Y
CHEMBL2333349,O=C(Nc1cccc(F)c1)Nc1cccnc1Oc1cccc(C(F)(F)F)c1,3.0,P2Y1,6.22,DECOY_P2Y
CHEMBL2333776,O=C(Nc1ccccc1F)Nc1cccnc1Oc1cccc(C(F)(F)F)c1,3.0,P2Y1,7.33,DECOY_P2Y
CHEMBL2333775,O=C(Nc1ccccc1)Nc1cccnc1Oc1cccc(C(F)(F)F)c1,3.0,P2Y1,6.77,DECOY_P2Y
CHEMBL2333774,O=C(Nc1ccc(F)cc1F)Nc1cccnc1Oc1cccc(C(F)(F)F)c1,3.0,P2Y1,7.12,DECOY_P2Y
CHEMBL2381908,CC(C)CN1CCC(COc2ccc(NC(=O)Nc3cccnc3Oc3ccccc3C(C)(C)C)c(F)c2)CC1,3.0,P2Y1,7.52,DECOY_P2Y
CHEMBL2381907,CC(C)CN1CCC(COc2ccc(NC(=O)Nc3cccnc3Oc3ccccc3C(C)(C)C)cc2)CC1,3.0,P2Y1,7.06,DECOY_P2Y
CHEMBL2381906,CC(C)CCN1CCC(COc2ccc(NC(=O)Nc3cccnc3Oc3ccccc3C(C)(C)C)c(F)c2)CC1,3.0,P2Y1,6.92,DECOY_P2Y
CHEMBL2381905,CC(C)N1CCC(COc2ccc(NC(=O)Nc3cccnc3Oc3ccccc3C(C)(C)C)c(F)c2)CC1,3.0,P2Y1,6.00,DECOY_P2Y
CHEMBL2381904,CC(C)(C)c1ccccc1Oc1ncccc1NC(=O)Nc1ccc(OCC2CCN(Cc3ccccc3)CC2)cc1F,3.0,P2Y1,7.96,DECOY_P2Y
CHEMBL2381903,CN(C)CC(C)(C)COc1ccc(NC(=O)Nc2cccnc2Oc2ccccc2C(C)(C)C)c(F)c1,3.0,P2Y1,7.28,DECOY_P2Y
CHEMBL2381902,CN(C)CC(C)(C)COc1ccc(NC(=O)Nc2cccnc2Oc2ccccc2[Si](C)(C)C)cc1,3.0,P2Y1,6.79,DECOY_P2Y
CHEMBL2381901,CN(C)CC(C)(C)COc1ccc(NC(=O)Nc2cccnc2Oc2ccccc2C(C)(C)C)cc1,3.0,P2Y1,6.86,DECOY_P2Y
CHEMBL2381900,CN(C)Cc1ccc(-c2ccc(NC(=O)Nc3cccnc3Oc3ccccc3C(C)(C)C)c(F)c2)cc1,3.0,P2Y1,7.43,DECOY_P2Y
CHEMBL2381899,CN(C)Cc1cccc(-c2ccc(NC(=O)Nc3cccnc3Oc3ccccc3C(C)(C)C)c(F)c2)c1,3.0,P2Y1,7.47,DECOY_P2Y
CHEMBL2381898,CN(C)Cc1ccccc1-c1ccc(NC(=O)Nc2cccnc2Oc2ccccc2C(C)(C)C)c(F)c1,3.0,P2Y1,7.77,DECOY_P2Y
CHEMBL2381897,CN(C)Cc1ccc(NC(=O)Nc2cccnc2Oc2ccccc2C(C)(C)C)c(F)c1,3.0,P2Y1,6.49,DECOY_P2Y
CHEMBL2381896,CC(C)(C)c1ccccc1Oc1ncccc1NC(=O)Nc1ccc(N2CCOCC2)cc1F,3.0,P2Y1,7.60,DECOY_P2Y
CHEMBL2381895,CC(C)(C)c1ccccc1Oc1ncccc1NC(=O)Nc1ccc(N2CCCCC2)cc1,3.0,P2Y1,7.96,DECOY_P2Y
CHEMBL2381894,CC(C)(C)c1ccccc1Oc1ncccc1NC(=O)Nc1ccc(N2CCN(Cc3ccccc3)CC2)cc1,3.0,P2Y1,8.15,DECOY_P2Y
CHEMBL2381893,CN1CCN(c2ccc(NC(=O)Nc3cccnc3Oc3ccccc3C(C)(C)C)cc2)CC1,3.0,P2Y1,6.23,DECOY_P2Y
CHEMBL2381891,CC(C)(C)c1ccccc1Oc1ncccc1NC(=O)Nc1ccc(-c2ccccc2CO)cc1F,3.0,P2Y1,7.27,DECOY_P2Y
