parent_molecule_chembl_id,canonical_smiles,pchembl_value,source_target,source_pchembl,standard_type
CHEMBL3966327,CCN(CC)S(=O)(=O)c1ccc(O)c2c1C1(CCN(CC(C)(C)C)CC1)CN2c1ccccc1NC(=O)Nc1nc2ccc(Cl)cc2s1,3.0,P2Y1,7.80,DECOY_P2Y
CHEMBL3967298,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(F)cc3s1)c1c(O)cc(F)c(Cl)c12,3.0,P2Y1,7.87,DECOY_P2Y
CHEMBL3937646,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)cc3s1)c1c(O)cc(F)c(Cl)c12,3.0,P2Y1,7.64,DECOY_P2Y
CHEMBL3975780,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(F)cc3s1)c1c(O)cc(F)c(F)c12,3.0,P2Y1,7.83,DECOY_P2Y
CHEMBL3943008,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)cc3s1)c1c(O)cc(F)c(F)c12,3.0,P2Y1,7.59,DECOY_P2Y
CHEMBL3890217,Cc1ccc2nc(NC(=O)Nc3ccccc3N3CC4(CCN(CC(C)(C)C)CC4)c4c(Cl)c(F)cc(O)c43)sc2c1,3.0,P2Y1,7.94,DECOY_P2Y
CHEMBL3959280,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)cc3s1)c1c(O)c(F)cc(Cl)c12,3.0,P2Y1,7.89,DECOY_P2Y
CHEMBL3970013,CC(C)CN1CCCC1c1ccc(NC(=O)Nc2ccccc2N2CC3(CCN(CC(C)(C)C)CC3)c3c(Cl)cc(F)c(O)c32)cc1,3.0,P2Y1,7.85,DECOY_P2Y
CHEMBL3895362,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(F)cc3s1)c1c(O)c(F)cc(Cl)c12,3.0,P2Y1,8.10,DECOY_P2Y
CHEMBL3955518,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)nc3s1)c1c(O)cc(F)c(Cl)c12,3.0,P2Y1,7.91,DECOY_P2Y
CHEMBL3984148,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(F)nc3s1)c1c(O)cc(F)c(Cl)c12,3.0,P2Y1,7.90,DECOY_P2Y
CHEMBL3946808,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1csc(Cl)n1)c1c(O)cc(F)c(Cl)c12,3.0,P2Y1,7.72,DECOY_P2Y
CHEMBL3979273,CC(C)CN1CCCC1c1ccc(NC(=O)Nc2ccccc2N2CC3(CCN(CC(C)(C)C)CC3)c3c(F)c(F)cc(O)c32)cc1,3.0,P2Y1,7.77,DECOY_P2Y
CHEMBL3909067,CC(C)CN1CCC(c2ccc(NC(=O)Nc3ccccc3N3CC4(CCN(CC(C)(C)C)CC4)c4c(Cl)c(F)cc(O)c43)cc2)CC1,3.0,P2Y1,7.90,DECOY_P2Y
CHEMBL3971089,CC(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)ccc(C(F)(F)F)c12,3.0,P2Y1,7.97,DECOY_P2Y
CHEMBL3977262,CC(C)N1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)ccc(C(F)(F)F)c12,3.0,P2Y1,7.84,DECOY_P2Y
CHEMBL3903098,COc1ccc2nc(NC(=O)Nc3ccccc3N3CC4(CCN(CC(C)(C)C)CC4)c4c(C(F)(F)F)ccc(O)c43)sc2c1,3.0,P2Y1,7.84,DECOY_P2Y
CHEMBL3915938,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)nc3s1)c1c(O)ccc(-c3nc4cc(C(F)(F)F)ccc4s3)c12,3.0,P2Y1,7.61,DECOY_P2Y
CHEMBL3901427,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)nc3s1)c1c(O)ccc(-c3nc4cc(Cl)ccc4s3)c12,3.0,P2Y1,7.27,DECOY_P2Y
CHEMBL3906973,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1csc(Cl)n1)c1c(O)ccc(-c3nc4cc(Cl)ccc4s3)c12,3.0,P2Y1,8.04,DECOY_P2Y
CHEMBL3924070,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1csc(Cl)n1)c1c(O)ccc(-c3nc4cc(F)ccc4s3)c12,3.0,P2Y1,8.02,DECOY_P2Y
CHEMBL3901507,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1csc(Cl)n1)c1c(O)ccc(-c3nc4ccc(Cl)cc4s3)c12,3.0,P2Y1,8.15,DECOY_P2Y
CHEMBL3898081,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1csc(Cl)n1)c1c(O)ccc(-c3nc4ccc(F)cc4s3)c12,3.0,P2Y1,8.25,DECOY_P2Y
CHEMBL3920687,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)ccc(-c3nc4c(Cl)cccc4s3)c12,3.0,P2Y1,7.64,DECOY_P2Y
CHEMBL3892685,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(F)cc3s1)c1c(O)ccc(-c3nc4c(Cl)cccc4s3)c12,3.0,P2Y1,7.44,DECOY_P2Y
CHEMBL3908192,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)nc3s1)c1c(O)ccc(-c3nc4c(Cl)cccc4s3)c12,3.0,P2Y1,7.53,DECOY_P2Y
CHEMBL3981726,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1csc(Cl)n1)c1c(O)ccc(-c3nc4c(Cl)cccc4s3)c12,3.0,P2Y1,7.81,DECOY_P2Y
CHEMBL3907609,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1csc(Cl)n1)c1c(O)ccc(-c3nc4ccc(Br)cc4s3)c12,3.0,P2Y1,7.74,DECOY_P2Y
CHEMBL3935561,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1csc(C(F)(F)F)n1)c1c(O)ccc(-c3nc4cc(Cl)ccc4s3)c12,3.0,P2Y1,7.54,DECOY_P2Y
CHEMBL3913073,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)ccc(-c3nc4ccc(Br)cc4s3)c12,3.0,P2Y1,7.34,DECOY_P2Y
CHEMBL3916466,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1csc(Cl)n1)c1c(O)ccc(-c3nc4cccc(Cl)c4s3)c12,3.0,P2Y1,7.74,DECOY_P2Y
CHEMBL3893952,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)ccc(-c3nc4cccc(Cl)c4s3)c12,3.0,P2Y1,7.49,DECOY_P2Y
CHEMBL3921950,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)cc3s1)c1c(O)ccc(-c3nc4cccc(Cl)c4s3)c12,3.0,P2Y1,7.29,DECOY_P2Y
CHEMBL3906376,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)nc3s1)c1c(O)ccc(-c3nc4ccc(Cl)cc4s3)c12,3.0,P2Y1,7.67,DECOY_P2Y
CHEMBL3930885,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)nc3s1)c1c(O)ccc(-c3nc4cc(F)ccc4s3)c12,3.0,P2Y1,7.88,DECOY_P2Y
CHEMBL3978922,COc1ccc2nc(-c3ccc(O)c4c3C3(CCN(CC(C)(C)C)CC3)CN4c3ccccc3NC(=O)Nc3csc(Cl)n3)sc2c1,3.0,P2Y1,8.10,DECOY_P2Y
CHEMBL3950679,COc1ccc2nc(-c3ccc(O)c4c3C3(CCN(CC(C)(C)C)CC3)CN4c3ccccc3NC(=O)Nc3csc(C(F)(F)F)n3)sc2c1,3.0,P2Y1,8.06,DECOY_P2Y
CHEMBL3972904,COc1ccc2nc(-c3ccc(O)c4c3C3(CCN(CC(C)(C)C)CC3)CN4c3ccccc3NC(=O)Nc3ccc(OC(F)(F)F)cc3)sc2c1,3.0,P2Y1,7.78,DECOY_P2Y
CHEMBL3956000,COc1ccc2nc(-c3ccc(O)c4c3C3(CCN(CC(C)(C)C)CC3)CN4c3ccccc3NC(=O)Nc3nc4ccc(Cl)cc4s3)sc2c1,3.0,P2Y1,7.65,DECOY_P2Y
CHEMBL3895841,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1csc(C(F)(F)F)n1)c1c(O)ccc(-c3nc4ccc(F)cc4s3)c12,3.0,P2Y1,7.91,DECOY_P2Y
CHEMBL3961320,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(F)cc3s1)c1c(O)ccc(-c3nc4cc(Cl)ccc4s3)c12,3.0,P2Y1,8.92,DECOY_P2Y
CHEMBL3901297,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)ccc(-c3nc4cc(Cl)ccc4s3)c12,3.0,P2Y1,6.86,DECOY_P2Y
CHEMBL3972426,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)ccc(-c3nc4cc(F)ccc4s3)c12,3.0,P2Y1,7.66,DECOY_P2Y
CHEMBL3910354,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)ccc(-c3nc4ccc(Cl)cc4s3)c12,3.0,P2Y1,7.13,DECOY_P2Y
CHEMBL3983590,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)cc(F)c(-c3nc4cc(Cl)ccc4s3)c12,3.0,P2Y1,7.35,DECOY_P2Y
CHEMBL3922758,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(F)cc3s1)c1c(O)ccc(-c3nc4cc(F)ccc4s3)c12,3.0,P2Y1,7.61,DECOY_P2Y
CHEMBL3894786,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(F)cc3s1)c1c(O)ccc(-c3nc4ccc(Cl)cc4s3)c12,3.0,P2Y1,6.98,DECOY_P2Y
CHEMBL3930222,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(F)cc3s1)c1c(O)cc(F)c(-c3nc4cc(Cl)ccc4s3)c12,3.0,P2Y1,7.28,DECOY_P2Y
CHEMBL3961183,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)cc3s1)c1c(O)cc(F)c(-c3nc4cc(Cl)ccc4s3)c12,3.0,P2Y1,7.47,DECOY_P2Y
CHEMBL3924797,CC(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)ccc(-c3nc4cc(Cl)ccc4s3)c12,3.0,P2Y1,8.02,DECOY_P2Y
CHEMBL3952492,CC(C)N1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)ccc(-c3nc4cc(Cl)ccc4s3)c12,3.0,P2Y1,7.62,DECOY_P2Y
CHEMBL3951413,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)nc3s1)c1c(O)ccc(-c3nc4ccc(F)cc4s3)c12,3.0,P2Y1,7.89,DECOY_P2Y
CHEMBL3977255,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)cc3s1)c1c(O)ccc(-c3nc4ccc(F)cc4s3)c12,3.0,P2Y1,7.74,DECOY_P2Y
CHEMBL3939219,COc1ccc2nc(NC(=O)Nc3ccccc3N3CC4(CCN(CC(C)(C)C)CC4)c4c(-c5nc6cc(F)ccc6s5)ccc(O)c43)sc2c1,3.0,P2Y1,7.95,DECOY_P2Y
CHEMBL3968757,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)cc(F)c(-c3nc4ccc(F)cc4s3)c12,3.0,P2Y1,7.83,DECOY_P2Y
CHEMBL3967726,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)cc3s1)c1c(O)ccc(-c3nc4cc(Cl)ccc4s3)c12,3.0,P2Y1,7.57,DECOY_P2Y
CHEMBL3928175,COc1ccc2nc(NC(=O)Nc3ccccc3N3CC4(CCN(CC(C)(C)C)CC4)c4c(-c5nc6cc(Cl)ccc6s5)ccc(O)c43)sc2c1,3.0,P2Y1,7.48,DECOY_P2Y
CHEMBL3921847,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)c(F)cc(-c3ccc(F)cc3)c12,3.0,P2Y1,7.94,DECOY_P2Y
CHEMBL3963538,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)c(F)cc(-c3ccc(C(F)(F)F)cc3)c12,3.0,P2Y1,7.41,DECOY_P2Y
CHEMBL3909376,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)c(F)cc(-c3ccc(Cl)cc3)c12,3.0,P2Y1,7.70,DECOY_P2Y
CHEMBL3937309,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1csc(C(F)(F)F)n1)c1c(O)cc(F)c(-c3ccc(Cl)cc3)c12,3.0,P2Y1,7.81,DECOY_P2Y
CHEMBL3960410,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1csc(C(F)(F)F)n1)c1c(O)cc(F)c(-c3ccc(C(F)(F)F)nc3)c12,3.0,P2Y1,6.55,DECOY_P2Y
CHEMBL3948526,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1c(O)cc(F)c(-c3ccc(C(F)(F)F)nc3)c12,3.0,P2Y1,6.70,DECOY_P2Y
CHEMBL3894921,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(F)cc3s1)c1c(O)cc(F)c(-c3ccc(C(F)(F)F)nc3)c12,3.0,P2Y1,7.39,DECOY_P2Y
CHEMBL3894893,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)cc3s1)c1c(O)cc(F)c(-c3ccc(C(F)(F)F)nc3)c12,3.0,P2Y1,7.18,DECOY_P2Y
CHEMBL3929520,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)nc3s1)c1c(O)cc(F)c(-c3ccc(Cl)cc3)c12,3.0,P2Y1,7.60,DECOY_P2Y
CHEMBL3964870,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(F)cc3s1)c1c(O)cc(F)c(-c3ccc(Cl)cc3)c12,3.0,P2Y1,7.25,DECOY_P2Y
CHEMBL3906462,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)nc3s1)c1c(O)ccc(F)c12,3.0,P2Y1,8.07,DECOY_P2Y
CHEMBL3977131,COc1ccc2nc(NC(=O)Nc3ccccc3N3CC4(CCN(CC(C)(C)C)CC4)c4c(Cl)ccc(O)c43)sc2n1,3.0,P2Y1,7.94,DECOY_P2Y
CHEMBL3947595,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(F)nc3s1)c1c(O)ccc(Cl)c12,3.0,P2Y1,8.19,DECOY_P2Y
CHEMBL3890927,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)nc3s1)c1c(O)cccc12,3.0,P2Y1,8.28,DECOY_P2Y
CHEMBL3892050,COc1ccc2nc(NC(=O)Nc3ccccc3N3CC4(CCN(CC(C)(C)C)CC4)c4c(F)ccc(O)c43)sc2n1,3.0,P2Y1,8.42,DECOY_P2Y
CHEMBL3961041,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(F)nc3s1)c1c(O)ccc(F)c12,3.0,P2Y1,8.15,DECOY_P2Y
CHEMBL3901019,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1nc3ccc(Cl)nc3s1)c1c(O)ccc(C(F)(F)F)c12,3.0,P2Y1,7.87,DECOY_P2Y
CHEMBL3968626,CC(C)(C)CN1CCC2(CC1)CN(c1ncccc1NC(=O)Nc1nc3ccc(Cl)nc3s1)c1c(O)ccc(C(F)(F)F)c12,3.0,P2Y1,8.14,DECOY_P2Y
CHEMBL4214232,CNc1ncnc2c1ncn2[C@@H]1C[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)O)C1,3.0,P2Y1,6.83,DECOY_P2Y
CHEMBL4287333,CC(C)(C)c1ccccc1Oc1ncccc1NC(=O)NC1C2CC3CC(C2)CC1C3,3.0,P2Y1,6.21,DECOY_P2Y
CHEMBL4280909,CC1CCCCC1NC(=O)Nc1cccnc1Oc1ccccc1C(C)(C)C,3.0,P2Y1,6.09,DECOY_P2Y
CHEMBL4276825,Cc1ccc(NC(=O)Nc2ccc(OC(F)(F)F)cc2)c(Oc2ccccc2C(C)(C)C)n1,3.0,P2Y1,6.68,DECOY_P2Y
CHEMBL432028,CNc1ncnc2c1ncn2CCC(COP(=O)(O)O)COP(=O)(O)O,3.0,P2Y1,6.32,DECOY_P2Y
CHEMBL104784,CNc1nc(Cl)nc2c1ncn2CC(COP(=O)(O)O)COP(=O)(O)O,3.0,P2Y1,6.08,DECOY_P2Y
CHEMBL5269533,Nc1ncnc2c1ncn2[C@H]1C[C@H](OP(=O)(O)O)[C@@]2(COP(=O)(O)O)C[C@H]12,3.0,P2Y1,6.81,DECOY_P2Y
CHEMBL5283886,CNc1nc(I)nc2c1ncn2[C@H]1C[C@H](OP(=O)(O)O)[C@@]2(COP(=O)(O)O)C[C@H]12,3.0,P2Y1,8.08,DECOY_P2Y
CHEMBL2112093,CSc1nc(N)c2ncn([C@H]3[C@H](O)[C@H](O)[C@@]4(COP(=O)(O)OP(=O)(O)O)C[C@H]34)c2n1,3.0,P2Y1,9.40,DECOY_P2Y
CHEMBL5426658,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)NC[C@@H]1[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(N)=O)C[C@H]1c1ccccc1,3.0,P2Y1,6.64,DECOY_P2Y
CHEMBL5760607,CC(C)(C)c1ccc(NC(=O)Nc2ccccc2N2CC(C)(C)c3ccccc32)cc1,3.0,P2Y1,7.89,DECOY_P2Y
CHEMBL5789330,CC(C)(C)c1ccccc1Oc1ncccc1NC(=O)Nc1ccccc1N1CC(C)(C)c2ccccc21,3.0,P2Y1,6.12,DECOY_P2Y
CHEMBL6042235,CC1(C)CN(c2ccccc2NC(=O)Nc2nc3ccc(F)cc3s2)c2c(O)ccc(Br)c21,3.0,P2Y1,7.96,DECOY_P2Y
CHEMBL5863915,CC(C)(C)CN1CCC(c2ccc(NC(=O)Nc3ccccc3N3CC(C)(C)c4c(C(F)(F)F)ccc(O)c43)cc2)CC1,3.0,P2Y1,8.47,DECOY_P2Y
CHEMBL5792270,CC1(C)CN(c2ccccc2NC(=O)NC2CCN(CC(F)(F)F)CC2)c2c(O)ccc(C(F)(F)F)c21,3.0,P2Y1,8.31,DECOY_P2Y
CHEMBL5997049,CCC1(CC)CN(c2ccccc2NC(=O)Nc2ccc(C3CCN(CC(C)(C)C)CC3)cc2)c2c(O)ccc(F)c21,3.0,P2Y1,8.25,DECOY_P2Y
CHEMBL5976989,CCC1(CC)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)cc(F)cc21,3.0,P2Y1,7.80,DECOY_P2Y
CHEMBL5785984,CC1(C)CN(c2ccccc2NC(=O)Nc2csc(Cl)n2)c2c(O)ccc(Br)c21,3.0,P2Y1,7.62,DECOY_P2Y
CHEMBL5846674,CCC1(CC)CN(c2ccccc2NC(=O)Nc2ccc(C3CCCN3CC(C)(C)C)cc2)c2c(O)cccc21,3.0,P2Y1,8.07,DECOY_P2Y
CHEMBL5917120,CCC1(CC)CN(c2ccccc2NC(=O)Nc2ccc(C3CCCN3CC(C)C)cc2)c2c(O)cccc21,3.0,P2Y1,7.72,DECOY_P2Y
CHEMBL5998354,CCC1(CC)CN(c2ccccc2NC(=O)Nc2nc3ccc(Cl)cc3s2)c2c(O)cccc21,3.0,P2Y1,7.85,DECOY_P2Y
CHEMBL5851933,CCC1(CC)CN(c2ccccc2NC(=O)Nc2nc3ccc(C)cc3s2)c2c(O)cccc21,3.0,P2Y1,8.12,DECOY_P2Y
CHEMBL5999366,CC(C)CN1CCCC1c1ccc(NC(=O)Nc2ccccc2N2CC(C)(C)c3cccc(O)c32)cc1,3.0,P2Y1,7.43,DECOY_P2Y
CHEMBL5968460,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(C(F)(F)F)c21,3.0,P2Y1,8.30,DECOY_P2Y
CHEMBL5985103,CC(C)(C)c1ccc(NC(=O)Nc2ccccc2N2CC(C)(C)c3c(C(F)(F)F)ccc(O)c32)cc1,3.0,P2Y1,8.09,DECOY_P2Y
CHEMBL5943622,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(F)cc2F)c2c(O)ccc(C(F)(F)F)c21,3.0,P2Y1,8.28,DECOY_P2Y
CHEMBL5973182,Cc1nc(NC(=O)Nc2ccccc2N2CC(C)(C)c3c(C(F)(F)F)ccc(O)c32)cs1,3.0,P2Y1,8.14,DECOY_P2Y
CHEMBL5921880,CC1(C)CN(c2ccccc2NC(=O)Nc2csc(Cl)n2)c2c(O)ccc(C(F)(F)F)c21,3.0,P2Y1,8.21,DECOY_P2Y
CHEMBL5813349,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(C(F)(F)F)cc2)c2c(O)ccc(C(F)(F)F)c21,3.0,P2Y1,7.80,DECOY_P2Y
CHEMBL5845374,CC1(C)CN(c2ccccc2NC(=O)Nc2nc3ccc(F)cc3s2)c2c(O)ccc(C(F)(F)F)c21,3.0,P2Y1,7.92,DECOY_P2Y
CHEMBL5951252,CC1(C)CN(c2ccccc2NC(=O)Nc2nc3ccc(Cl)cc3s2)c2c(O)ccc(C(F)(F)F)c21,3.0,P2Y1,7.62,DECOY_P2Y
CHEMBL5851695,CCN1CCc2nc(NC(=O)Nc3ccccc3N3CC(C)(C)c4c(C(F)(F)F)ccc(O)c43)sc2C1,3.0,P2Y1,7.72,DECOY_P2Y
CHEMBL5978567,CC(C)CN1CCc2nc(NC(=O)Nc3ccccc3N3CC(C)(C)c4c(C(F)(F)F)ccc(O)c43)sc2C1,3.0,P2Y1,8.10,DECOY_P2Y
CHEMBL5972525,CC(C)(C)CN1CCc2nc(NC(=O)Nc3ccccc3N3CC(C)(C)c4c(C(F)(F)F)ccc(O)c43)sc2C1,3.0,P2Y1,8.10,DECOY_P2Y
CHEMBL5893865,CC1(C)CN(c2ccccc2NC(=O)Nc2nc3c(s2)CN(CC2CC2)CC3)c2c(O)ccc(C(F)(F)F)c21,3.0,P2Y1,8.00,DECOY_P2Y
CHEMBL5829999,CCC1(CC)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(C(F)(F)F)c21,3.0,P2Y1,8.12,DECOY_P2Y
CHEMBL5945692,CCC1(CC)CN(c2ccccc2NC(=O)Nc2ccc(C3CCN(CC(C)(C)C)CC3)cc2)c2c(O)ccc(C(F)(F)F)c21,3.0,P2Y1,8.20,DECOY_P2Y
CHEMBL5955770,CCC1(CC)CN(c2ccccc2NC(=O)Nc2ccc(C(C)(C)C)cc2)c2c(O)ccc(F)c21,3.0,P2Y1,8.29,DECOY_P2Y
CHEMBL5744494,CCc1ccc(NC(=O)Nc2ccccc2N2CC(CC)(CC)c3c(F)ccc(O)c32)cc1,3.0,P2Y1,8.51,DECOY_P2Y
CHEMBL6036662,CCC1(CC)CN(c2ccccc2NC(=O)Nc2ccc(C3CCN(CC(C)C)CC3)cc2)c2c(O)ccc(F)c21,3.0,P2Y1,8.09,DECOY_P2Y
CHEMBL6033514,CCC1(CC)CN(c2ccccc2NC(=O)Nc2ccc(C3CCCN3CC(C)(C)C)cc2)c2c(O)ccc(F)c21,3.0,P2Y1,8.44,DECOY_P2Y
CHEMBL5857862,CCC1(CC)CN(c2ccccc2NC(=O)Nc2ccc(C3CCCN3CC(C)C)cc2)c2c(O)ccc(F)c21,3.0,P2Y1,8.29,DECOY_P2Y
CHEMBL5814862,CCC1(CC)CN(c2ccccc2NC(=O)Nc2csc(Cl)n2)c2c(O)ccc(F)c21,3.0,P2Y1,8.48,DECOY_P2Y
CHEMBL5884793,CCSc1nsc(NC(=O)Nc2ccccc2N2CC(CC)(CC)c3c(F)ccc(O)c32)n1,3.0,P2Y1,8.12,DECOY_P2Y
CHEMBL6038497,CC(C)CN1CCCC1c1ccc(NC(=O)Nc2ccccc2N2CC(C)(C)c3c(F)ccc(O)c32)cc1,3.0,P2Y1,8.01,DECOY_P2Y
CHEMBL5769816,CCC1(CC)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c1ccc(F)c2O,3.0,P2Y1,7.85,DECOY_P2Y
CHEMBL5986001,CCC1(CC)CN(c2ccccc2NC(=O)Nc2ccc(C3CCCN3CC(C)C)cc2)c2c1ccc(F)c2O,3.0,P2Y1,8.24,DECOY_P2Y
CHEMBL5955849,CCC1(CC)CN(c2ccccc2NC(=O)Nc2ccc(C3CCN(CC(C)(C)C)CC3)cc2)c2c1ccc(F)c2O,3.0,P2Y1,8.06,DECOY_P2Y
CHEMBL5900726,CCC1(CC)CN(c2ccccc2NC(=O)Nc2ccc(C(C)(C)C)cc2)c2c1ccc(F)c2O,3.0,P2Y1,7.82,DECOY_P2Y
CHEMBL5808254,CCC1(CC)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(Br)c21,3.0,P2Y1,7.72,DECOY_P2Y
CHEMBL5825105,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(Br)c21,3.0,P2Y1,7.85,DECOY_P2Y
CHEMBL5919078,CC1(C)CN(c2ccccc2NC(=O)Nc2nc3ccc(Cl)cc3s2)c2c(O)ccc(Br)c21,3.0,P2Y1,7.96,DECOY_P2Y
